id,feature,truth,prediction,outcome,gold_evidence,scanner_evidence
PPS-DEV-059,v3,1,1,TP,"◦ 공고일 기준 최근 3년 이내 공공기관(국가,지자체,공기업 포함) 통근버스 운행 실적이 2억원 이상 있는 업체만 참가 자격이 있습니다.","3. 견적 제출 참가자격 ◦ 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 (입찰의 참가자격) 및 같은 법 시행규칙 제14조 (입찰 참가자격 요건의 증명) 에 의한 자격요건을 갖추고, 같은 법 시행령 제92조 (부정당업자의 입찰 참가자격 제한) 에 해당하지 않아야 합니다. ◦ 「여객자동차운수사업법」제4조에 의하여 견적제출 마감일 전일까지 나라장터에「여객자동차운송사업 (구여객자동차운송사업-전세버스, 업종코드: 5805) 」등록하고 자동차손해배상보장법 제5조에 의한 자동차종합보험을 가입한 업체이어야 합니다. ※ 본 용역의 임차차량은 여객자동차운수사업법 및 관련 법규에서 정한 기준에 결격이 없어야 하며, 낙찰자는 계약 시 차량등록원부, 종합보험가입증명서를 제출하여야 합니다. ◦ 「중소기업기본법」 제2조제2항에 따른 소기업 및「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 [소기업·소상공인 확인서]를 소지한 자이어야 합니다. ※ [소기업·소상공인 확인서]가 중소기업제품 공공구매 종합정보망 (www.smpp.go.kr) 에서 확인되지 않을 경우 입찰 참가자격이 없으며, 반드시 유효기간 내에 있어야 합니다. ◦ 견적제출 안내공고일 전일[신규사업자 (법인인 경우 법인 등기일, 개인사업자인 경우 사업자등록일을 기준으로 한다) 인 경우 견적제출 안내공고일 이후를 "
PPS-DEV-059,v4,1,0,FN,"◦ 공고일 기준 최근 3년 이내 공공기관(국가,지자체,공기업 포함) 통근버스 운행 실적이 2억원 이상 있는 업체만 참가 자격이 있습니다.","3. 견적 제출 참가자격 ◦ 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 (입찰의 참가자격) 및 같은 법 시행규칙 제14조 (입찰 참가자격 요건의 증명) 에 의한 자격요건을 갖추고, 같은 법 시행령 제92조 (부정당업자의 입찰 참가자격 제한) 에 해당하지 않아야 합니다. ◦ 「여객자동차운수사업법」제4조에 의하여 견적제출 마감일 전일까지 나라장터에「여객자동차운송사업 (구여객자동차운송사업-전세버스, 업종코드: 5805) 」등록하고 자동차손해배상보장법 제5조에 의한 자동차종합보험을 가입한 업체이어야 합니다. ※ 본 용역의 임차차량은 여객자동차운수사업법 및 관련 법규에서 정한 기준에 결격이 없어야 하며, 낙찰자는 계약 시 차량등록원부, 종합보험가입증명서를 제출하여야 합니다. ◦ 「중소기업기본법」 제2조제2항에 따른 소기업 및「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 [소기업·소상공인 확인서]를 소지한 자이어야 합니다. ※ [소기업·소상공인 확인서]가 중소기업제품 공공구매 종합정보망 (www.smpp.go.kr) 에서 확인되지 않을 경우 입찰 참가자격이 없으며, 반드시 유효기간 내에 있어야 합니다. ◦ 견적제출 안내공고일 전일[신규사업자 (법인인 경우 법인 등기일, 개인사업자인 경우 사업자등록일을 기준으로 한다) 인 경우 견적제출 안내공고일 이후를 "
PPS-DEV-059,v5,0,0,TN,,"3. 견적 제출 참가자격 ◦ 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 (입찰의 참가자격) 및 같은 법 시행규칙 제14조 (입찰 참가자격 요건의 증명) 에 의한 자격요건을 갖추고, 같은 법 시행령 제92조 (부정당업자의 입찰 참가자격 제한) 에 해당하지 않아야 합니다. ◦ 「여객자동차운수사업법」제4조에 의하여 견적제출 마감일 전일까지 나라장터에「여객자동차운송사업 (구여객자동차운송사업-전세버스, 업종코드: 5805) 」등록하고 자동차손해배상보장법 제5조에 의한 자동차종합보험을 가입한 업체이어야 합니다. ※ 본 용역의 임차차량은 여객자동차운수사업법 및 관련 법규에서 정한 기준에 결격이 없어야 하며, 낙찰자는 계약 시 차량등록원부, 종합보험가입증명서를 제출하여야 합니다. ◦ 「중소기업기본법」 제2조제2항에 따른 소기업 및「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 [소기업·소상공인 확인서]를 소지한 자이어야 합니다. ※ [소기업·소상공인 확인서]가 중소기업제품 공공구매 종합정보망 (www.smpp.go.kr) 에서 확인되지 않을 경우 입찰 참가자격이 없으며, 반드시 유효기간 내에 있어야 합니다. ◦ 견적제출 안내공고일 전일[신규사업자 (법인인 경우 법인 등기일, 개인사업자인 경우 사업자등록일을 기준으로 한다) 인 경우 견적제출 안내공고일 이후를 "
PPS-DEV-059,v6,0,0,TN,,"3. 견적 제출 참가자격 ◦ 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 (입찰의 참가자격) 및 같은 법 시행규칙 제14조 (입찰 참가자격 요건의 증명) 에 의한 자격요건을 갖추고, 같은 법 시행령 제92조 (부정당업자의 입찰 참가자격 제한) 에 해당하지 않아야 합니다. ◦ 「여객자동차운수사업법」제4조에 의하여 견적제출 마감일 전일까지 나라장터에「여객자동차운송사업 (구여객자동차운송사업-전세버스, 업종코드: 5805) 」등록하고 자동차손해배상보장법 제5조에 의한 자동차종합보험을 가입한 업체이어야 합니다. ※ 본 용역의 임차차량은 여객자동차운수사업법 및 관련 법규에서 정한 기준에 결격이 없어야 하며, 낙찰자는 계약 시 차량등록원부, 종합보험가입증명서를 제출하여야 합니다. ◦ 「중소기업기본법」 제2조제2항에 따른 소기업 및「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 [소기업·소상공인 확인서]를 소지한 자이어야 합니다. ※ [소기업·소상공인 확인서]가 중소기업제품 공공구매 종합정보망 (www.smpp.go.kr) 에서 확인되지 않을 경우 입찰 참가자격이 없으며, 반드시 유효기간 내에 있어야 합니다. ◦ 견적제출 안내공고일 전일[신규사업자 (법인인 경우 법인 등기일, 개인사업자인 경우 사업자등록일을 기준으로 한다) 인 경우 견적제출 안내공고일 이후를 "
PPS-DEV-059,v7,0,0,TN,,"3. 견적 제출 참가자격 ◦ 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 (입찰의 참가자격) 및 같은 법 시행규칙 제14조 (입찰 참가자격 요건의 증명) 에 의한 자격요건을 갖추고, 같은 법 시행령 제92조 (부정당업자의 입찰 참가자격 제한) 에 해당하지 않아야 합니다. ◦ 「여객자동차운수사업법」제4조에 의하여 견적제출 마감일 전일까지 나라장터에「여객자동차운송사업 (구여객자동차운송사업-전세버스, 업종코드: 5805) 」등록하고 자동차손해배상보장법 제5조에 의한 자동차종합보험을 가입한 업체이어야 합니다. ※ 본 용역의 임차차량은 여객자동차운수사업법 및 관련 법규에서 정한 기준에 결격이 없어야 하며, 낙찰자는 계약 시 차량등록원부, 종합보험가입증명서를 제출하여야 합니다. ◦ 「중소기업기본법」 제2조제2항에 따른 소기업 및「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 [소기업·소상공인 확인서]를 소지한 자이어야 합니다. ※ [소기업·소상공인 확인서]가 중소기업제품 공공구매 종합정보망 (www.smpp.go.kr) 에서 확인되지 않을 경우 입찰 참가자격이 없으며, 반드시 유효기간 내에 있어야 합니다. ◦ 견적제출 안내공고일 전일[신규사업자 (법인인 경우 법인 등기일, 개인사업자인 경우 사업자등록일을 기준으로 한다) 인 경우 견적제출 안내공고일 이후를 "
PPS-DEV-059,v8,0,0,TN,,"3. 견적 제출 참가자격 ◦ 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 (입찰의 참가자격) 및 같은 법 시행규칙 제14조 (입찰 참가자격 요건의 증명) 에 의한 자격요건을 갖추고, 같은 법 시행령 제92조 (부정당업자의 입찰 참가자격 제한) 에 해당하지 않아야 합니다. ◦ 「여객자동차운수사업법」제4조에 의하여 견적제출 마감일 전일까지 나라장터에「여객자동차운송사업 (구여객자동차운송사업-전세버스, 업종코드: 5805) 」등록하고 자동차손해배상보장법 제5조에 의한 자동차종합보험을 가입한 업체이어야 합니다. ※ 본 용역의 임차차량은 여객자동차운수사업법 및 관련 법규에서 정한 기준에 결격이 없어야 하며, 낙찰자는 계약 시 차량등록원부, 종합보험가입증명서를 제출하여야 합니다. ◦ 「중소기업기본법」 제2조제2항에 따른 소기업 및「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 [소기업·소상공인 확인서]를 소지한 자이어야 합니다. ※ [소기업·소상공인 확인서]가 중소기업제품 공공구매 종합정보망 (www.smpp.go.kr) 에서 확인되지 않을 경우 입찰 참가자격이 없으며, 반드시 유효기간 내에 있어야 합니다. ◦ 견적제출 안내공고일 전일[신규사업자 (법인인 경우 법인 등기일, 개인사업자인 경우 사업자등록일을 기준으로 한다) 인 경우 견적제출 안내공고일 이후를 "
PPS-DEV-060,v2,0,0,TN,,
PPS-DEV-060,v3,0,0,TN,,
PPS-DEV-060,v4,0,0,TN,,
PPS-DEV-060,v5,0,0,TN,,
PPS-DEV-060,v6,0,0,TN,,
PPS-DEV-060,v7,0,0,TN,,
PPS-DEV-060,v8,0,0,TN,,
PPS-DEV-061,v2,0,0,TN,,
PPS-DEV-061,v3,0,0,TN,,
PPS-DEV-061,v4,0,0,TN,,
PPS-DEV-061,v5,0,0,TN,,
PPS-DEV-061,v6,1,0,FN,,
PPS-DEV-061,v7,0,0,TN,,
PPS-DEV-061,v8,0,0,TN,,
PPS-DEV-062,v2,1,1,TP,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다.","2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-062,v3,1,1,TP,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다.","2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-062,v4,1,0,FN,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다.","2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-062,v5,0,0,TN,,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-062,v6,0,0,TN,,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-062,v7,0,0,TN,,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-062,v8,0,0,TN,,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-063,v2,0,0,TN,,
PPS-DEV-063,v3,0,0,TN,,
PPS-DEV-063,v4,0,0,TN,,
PPS-DEV-063,v5,0,0,TN,,
PPS-DEV-063,v6,0,0,TN,,
PPS-DEV-063,v7,1,0,FN,마. 입찰공고일 전일부터 입찰일(낙찰자는 계약체결일)까지 주된 영업소(지점 및 대리점 포함)“대구광역시”또는“경상북도”에 둔 업체,
PPS-DEV-063,v8,0,0,TN,,
PPS-DEV-064,v2,0,0,TN,,
PPS-DEV-064,v3,0,0,TN,,
PPS-DEV-064,v4,0,0,TN,,
PPS-DEV-064,v5,0,0,TN,,
PPS-DEV-064,v6,0,0,TN,,
PPS-DEV-064,v7,0,0,TN,,
PPS-DEV-064,v8,0,0,TN,,
PPS-DEV-065,v2,0,0,TN,,
PPS-DEV-065,v3,0,0,TN,,
PPS-DEV-065,v4,0,0,TN,,
PPS-DEV-065,v5,0,0,TN,,
PPS-DEV-065,v6,0,0,TN,,
PPS-DEV-065,v7,0,0,TN,,
PPS-DEV-065,v8,0,0,TN,,
PPS-DEV-066,v2,0,0,TN,,
PPS-DEV-066,v3,0,0,TN,,
PPS-DEV-066,v4,0,0,TN,,
PPS-DEV-066,v5,0,0,TN,,
PPS-DEV-066,v6,1,0,FN,,
PPS-DEV-066,v7,0,0,TN,,
PPS-DEV-066,v8,0,0,TN,,
PPS-DEV-067,v2,0,0,TN,,
PPS-DEV-067,v3,0,0,TN,,
PPS-DEV-067,v4,0,0,TN,,
PPS-DEV-067,v5,0,0,TN,,
PPS-DEV-067,v6,0,0,TN,,
PPS-DEV-067,v7,0,0,TN,,
PPS-DEV-067,v8,0,0,TN,,
PPS-DEV-068,v2,0,0,TN,,
PPS-DEV-068,v3,0,0,TN,,
PPS-DEV-068,v4,0,0,TN,,
PPS-DEV-068,v5,0,0,TN,,
PPS-DEV-068,v6,0,0,TN,,
PPS-DEV-068,v7,0,0,TN,,
PPS-DEV-068,v8,0,0,TN,,
PPS-DEV-069,v2,1,1,TP,○ | 최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체 |,○ | 최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체 |
PPS-DEV-069,v3,0,0,TN,,○ | 최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체 |
PPS-DEV-069,v4,0,0,TN,,○ | 최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체 |
PPS-DEV-069,v5,0,0,TN,,○ | 최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체 |
PPS-DEV-069,v6,0,0,TN,,○ | 최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체 |
PPS-DEV-069,v7,0,0,TN,,○ | 최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체 |
PPS-DEV-069,v8,0,0,TN,,○ | 최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체 |
PPS-DEV-070,v2,0,0,TN,,
PPS-DEV-070,v3,0,0,TN,,
PPS-DEV-070,v4,0,0,TN,,
PPS-DEV-070,v5,0,0,TN,,
PPS-DEV-070,v6,1,1,TP,,
PPS-DEV-070,v7,0,0,TN,,
PPS-DEV-070,v8,0,0,TN,,
PPS-DEV-071,v2,0,0,TN,,"3. 입찰 참가자격 및 방법 • 「지방자치단체를 당사자로 하는 계약에 관한 법률」 시행령 제13조 및 같은 법 시행규칙 제14조 규정에 의한 자격 요건을 갖춘 자로서, • 기타자유업 (행사대행업 : 9901) 으로 입찰 참가 등록을 필한 업체이어야 합니다. • 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 규정에 의거 직접생산확인증명서【기타행사기획및대행서비스 (세부품명번호:8014199001) 】를 소지한 업체 • 「중소기업기본법」 제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 중·소기업 또는 소상공인확인서를 소지한 업체 * 중·소기업·소상공인 확인서 및 직접생산확인증명서는 전자입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있어야 하며 중소기업 공공구매 종합 정보망 (http://smpp.go.kr) 에서 확인되지 않을 경우 입찰참가자격이 없습니다. • 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다. • 입찰참가자는 입찰참가신청 서류 접수마감일 (입찰참가등록마감일) 기준으로 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」 제13조 및 같은 법 시행규칙 제14조에 의한 자격을 갖추고, 입찰공고일 "
PPS-DEV-071,v3,1,1,TP,• 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다.,"3. 입찰 참가자격 및 방법 • 「지방자치단체를 당사자로 하는 계약에 관한 법률」 시행령 제13조 및 같은 법 시행규칙 제14조 규정에 의한 자격 요건을 갖춘 자로서, • 기타자유업 (행사대행업 : 9901) 으로 입찰 참가 등록을 필한 업체이어야 합니다. • 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 규정에 의거 직접생산확인증명서【기타행사기획및대행서비스 (세부품명번호:8014199001) 】를 소지한 업체 • 「중소기업기본법」 제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 중·소기업 또는 소상공인확인서를 소지한 업체 * 중·소기업·소상공인 확인서 및 직접생산확인증명서는 전자입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있어야 하며 중소기업 공공구매 종합 정보망 (http://smpp.go.kr) 에서 확인되지 않을 경우 입찰참가자격이 없습니다. • 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다. • 입찰참가자는 입찰참가신청 서류 접수마감일 (입찰참가등록마감일) 기준으로 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」 제13조 및 같은 법 시행규칙 제14조에 의한 자격을 갖추고, 입찰공고일 "
PPS-DEV-071,v4,0,0,TN,,"3. 입찰 참가자격 및 방법 • 「지방자치단체를 당사자로 하는 계약에 관한 법률」 시행령 제13조 및 같은 법 시행규칙 제14조 규정에 의한 자격 요건을 갖춘 자로서, • 기타자유업 (행사대행업 : 9901) 으로 입찰 참가 등록을 필한 업체이어야 합니다. • 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 규정에 의거 직접생산확인증명서【기타행사기획및대행서비스 (세부품명번호:8014199001) 】를 소지한 업체 • 「중소기업기본법」 제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 중·소기업 또는 소상공인확인서를 소지한 업체 * 중·소기업·소상공인 확인서 및 직접생산확인증명서는 전자입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있어야 하며 중소기업 공공구매 종합 정보망 (http://smpp.go.kr) 에서 확인되지 않을 경우 입찰참가자격이 없습니다. • 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다. • 입찰참가자는 입찰참가신청 서류 접수마감일 (입찰참가등록마감일) 기준으로 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」 제13조 및 같은 법 시행규칙 제14조에 의한 자격을 갖추고, 입찰공고일 "
PPS-DEV-071,v5,0,0,TN,,"3. 입찰 참가자격 및 방법 • 「지방자치단체를 당사자로 하는 계약에 관한 법률」 시행령 제13조 및 같은 법 시행규칙 제14조 규정에 의한 자격 요건을 갖춘 자로서, • 기타자유업 (행사대행업 : 9901) 으로 입찰 참가 등록을 필한 업체이어야 합니다. • 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 규정에 의거 직접생산확인증명서【기타행사기획및대행서비스 (세부품명번호:8014199001) 】를 소지한 업체 • 「중소기업기본법」 제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 중·소기업 또는 소상공인확인서를 소지한 업체 * 중·소기업·소상공인 확인서 및 직접생산확인증명서는 전자입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있어야 하며 중소기업 공공구매 종합 정보망 (http://smpp.go.kr) 에서 확인되지 않을 경우 입찰참가자격이 없습니다. • 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다. • 입찰참가자는 입찰참가신청 서류 접수마감일 (입찰참가등록마감일) 기준으로 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」 제13조 및 같은 법 시행규칙 제14조에 의한 자격을 갖추고, 입찰공고일 "
PPS-DEV-071,v6,1,0,FN,,"3. 입찰 참가자격 및 방법 • 「지방자치단체를 당사자로 하는 계약에 관한 법률」 시행령 제13조 및 같은 법 시행규칙 제14조 규정에 의한 자격 요건을 갖춘 자로서, • 기타자유업 (행사대행업 : 9901) 으로 입찰 참가 등록을 필한 업체이어야 합니다. • 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 규정에 의거 직접생산확인증명서【기타행사기획및대행서비스 (세부품명번호:8014199001) 】를 소지한 업체 • 「중소기업기본법」 제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 중·소기업 또는 소상공인확인서를 소지한 업체 * 중·소기업·소상공인 확인서 및 직접생산확인증명서는 전자입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있어야 하며 중소기업 공공구매 종합 정보망 (http://smpp.go.kr) 에서 확인되지 않을 경우 입찰참가자격이 없습니다. • 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다. • 입찰참가자는 입찰참가신청 서류 접수마감일 (입찰참가등록마감일) 기준으로 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」 제13조 및 같은 법 시행규칙 제14조에 의한 자격을 갖추고, 입찰공고일 "
PPS-DEV-071,v7,0,0,TN,,"3. 입찰 참가자격 및 방법 • 「지방자치단체를 당사자로 하는 계약에 관한 법률」 시행령 제13조 및 같은 법 시행규칙 제14조 규정에 의한 자격 요건을 갖춘 자로서, • 기타자유업 (행사대행업 : 9901) 으로 입찰 참가 등록을 필한 업체이어야 합니다. • 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 규정에 의거 직접생산확인증명서【기타행사기획및대행서비스 (세부품명번호:8014199001) 】를 소지한 업체 • 「중소기업기본법」 제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 중·소기업 또는 소상공인확인서를 소지한 업체 * 중·소기업·소상공인 확인서 및 직접생산확인증명서는 전자입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있어야 하며 중소기업 공공구매 종합 정보망 (http://smpp.go.kr) 에서 확인되지 않을 경우 입찰참가자격이 없습니다. • 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다. • 입찰참가자는 입찰참가신청 서류 접수마감일 (입찰참가등록마감일) 기준으로 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」 제13조 및 같은 법 시행규칙 제14조에 의한 자격을 갖추고, 입찰공고일 "
PPS-DEV-071,v8,1,1,TP,,"3. 입찰 참가자격 및 방법 • 「지방자치단체를 당사자로 하는 계약에 관한 법률」 시행령 제13조 및 같은 법 시행규칙 제14조 규정에 의한 자격 요건을 갖춘 자로서, • 기타자유업 (행사대행업 : 9901) 으로 입찰 참가 등록을 필한 업체이어야 합니다. • 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 규정에 의거 직접생산확인증명서【기타행사기획및대행서비스 (세부품명번호:8014199001) 】를 소지한 업체 • 「중소기업기본법」 제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 중·소기업 또는 소상공인확인서를 소지한 업체 * 중·소기업·소상공인 확인서 및 직접생산확인증명서는 전자입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있어야 하며 중소기업 공공구매 종합 정보망 (http://smpp.go.kr) 에서 확인되지 않을 경우 입찰참가자격이 없습니다. • 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다. • 입찰참가자는 입찰참가신청 서류 접수마감일 (입찰참가등록마감일) 기준으로 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」 제13조 및 같은 법 시행규칙 제14조에 의한 자격을 갖추고, 입찰공고일 "
PPS-DEV-072,v2,0,0,TN,,
PPS-DEV-072,v3,0,0,TN,,
PPS-DEV-072,v4,0,0,TN,,
PPS-DEV-072,v5,0,0,TN,,
PPS-DEV-072,v6,1,0,FN,,
PPS-DEV-072,v7,1,0,FN,2) 입찰공고일 전일부터 계약체결일까지 법인등기부상 본점 소재지(개인사업자인 경우 사업장등록증 또는 관련 법령에 따른 허가·면허·등록·신고에 관련된 서류에 기재된 사업장의 소재지)를 계속 경기도 [지역:r1|단위=기초|광역=경기도] 또는 제주도에 둔 업체,
PPS-DEV-072,v8,0,0,TN,,
PPS-DEV-073,v2,0,0,TN,,
PPS-DEV-073,v3,0,0,TN,,
PPS-DEV-073,v4,0,0,TN,,
PPS-DEV-073,v5,0,0,TN,,
PPS-DEV-073,v6,0,0,TN,,
PPS-DEV-073,v7,0,0,TN,,
PPS-DEV-073,v8,0,0,TN,,
PPS-DEV-074,v2,0,0,TN,,
PPS-DEV-074,v3,0,0,TN,,
PPS-DEV-074,v4,0,0,TN,,
PPS-DEV-074,v5,0,0,TN,,
PPS-DEV-074,v6,0,0,TN,,
PPS-DEV-074,v7,0,0,TN,,
PPS-DEV-074,v8,0,0,TN,,
PPS-DEV-075,v2,0,0,TN,,
PPS-DEV-075,v3,0,0,TN,,
PPS-DEV-075,v4,0,0,TN,,
PPS-DEV-075,v5,0,0,TN,,
PPS-DEV-075,v6,0,0,TN,,
PPS-DEV-075,v7,0,0,TN,,
PPS-DEV-075,v8,0,0,TN,,
PPS-DEV-076,v2,0,0,TN,,
PPS-DEV-076,v3,0,0,TN,,
PPS-DEV-076,v4,0,0,TN,,
PPS-DEV-076,v5,0,0,TN,,
PPS-DEV-076,v6,0,0,TN,,
PPS-DEV-076,v7,0,0,TN,,
PPS-DEV-076,v8,0,0,TN,,
PPS-DEV-077,v2,0,0,TN,,
PPS-DEV-077,v3,0,0,TN,,
PPS-DEV-077,v4,0,0,TN,,
PPS-DEV-077,v5,0,0,TN,,
PPS-DEV-077,v6,0,0,TN,,
PPS-DEV-077,v7,0,0,TN,,
PPS-DEV-077,v8,0,0,TN,,
PPS-DEV-078,v2,1,1,TP,"바. 최근 10년 이내 50,000,000원(VAT별도) 이상 디자인서비스 용역 수행 실적이 있는 자","바. 최근 10년 이내 50,000,000원(VAT별도) 이상 디자인서비스 용역 수행 실적이 있는 자"
PPS-DEV-078,v3,0,0,TN,,"바. 최근 10년 이내 50,000,000원(VAT별도) 이상 디자인서비스 용역 수행 실적이 있는 자"
PPS-DEV-078,v4,0,0,TN,,"바. 최근 10년 이내 50,000,000원(VAT별도) 이상 디자인서비스 용역 수행 실적이 있는 자"
